model,domain,factor,ATE,ci_low,ci_high,n_pairs
minimax__MiniMax-M3,travel,S4,0.015555555555555555,-0.042222222222222223,0.07111111111111111,450
minimax__MiniMax-M3,travel,O1,-0.05555555555555555,-0.11338888888888889,-0.0043888888888889395,450
minimax__MiniMax-M3,travel,O2,-0.022222222222222223,-0.07555555555555556,0.031166666666666617,450
minimax__MiniMax-M3,travel,O3,-0.062360801781737196,-0.12695585925071587,-0.0022222222222222222,450
minimax__MiniMax-M3,travel,O4,-0.028888888888888888,-0.11116666666666666,0.04888888888888889,450
mistralai__mistral-small-2603,academic_qa,S1,-0.06349206349206349,-0.1738812906652503,0.03837471783295711,450
mistralai__mistral-small-2603,academic_qa,S2,-0.1493212669683258,-0.26984747023809524,-0.04575364734874764,450
mistralai__mistral-small-2603,academic_qa,S3,0.21867881548974943,0.10753530601947883,0.32361372608563616,450
mistralai__mistral-small-2603,academic_qa,S4,0.04100227790432802,-0.044619702341030305,0.13337209302325578,449
mistralai__mistral-small-2603,academic_qa,O1,-0.05191873589164785,-0.17090965352971157,0.06084943199550587,450
mistralai__mistral-small-2603,academic_qa,O2,-0.013605442176870748,-0.09276543950913699,0.06353032244287846,450
mistralai__mistral-small-2603,academic_qa,O3,-0.033936651583710405,-0.13274213839734098,0.058440215037325785,450
mistralai__mistral-small-2603,academic_qa,O4,0.03619909502262444,-0.05032700454559509,0.11936936936936937,450
mistralai__mistral-small-2603,consumer_product,S1,0.10071942446043165,0.011824670485771509,0.1943979551036728,442
mistralai__mistral-small-2603,consumer_product,S2,-0.1597051597051597,-0.28245363968707976,-0.04333853934255544,443
mistralai__mistral-small-2603,consumer_product,S3,-0.0375,-0.1363749434644957,0.07233161029465171,448
mistralai__mistral-small-2603,consumer_product,S4,0.18536585365853658,0.05936127686692544,0.309155192761605,442
mistralai__mistral-small-2603,consumer_product,O1,0.07524271844660194,-0.02343324403708883,0.16784869976359337,442
mistralai__mistral-small-2603,consumer_product,O2,0.0024390243902439024,-0.10750673558897243,0.10680034294546684,445
mistralai__mistral-small-2603,consumer_product,O3,0.06295399515738499,-0.057220363698747646,0.18012702326686195,446
mistralai__mistral-small-2603,consumer_product,O4,0.09336609336609336,0.0022941176470588267,0.19518552358534394,444
mistralai__mistral-small-2603,finance,S1,0.16981132075471697,0.05271791868830517,0.29048378926038504,450
mistralai__mistral-small-2603,finance,S2,0.018779342723004695,-0.07655975297652164,0.11167151040938937,446
mistralai__mistral-small-2603,finance,S3,0.2,0.09409313725490197,0.31295843520782396,445
mistralai__mistral-small-2603,finance,S4,0.11888111888111888,0.004575163398692813,0.23959302325581391,450
mistralai__mistral-small-2603,finance,O1,-0.016666666666666666,-0.12409485419617243,0.10576548531289909,450
mistralai__mistral-small-2603,finance,O2,-0.01627906976744186,-0.09434833761819687,0.06461285146610747,449
mistralai__mistral-small-2603,finance,O3,0.06937799043062201,-0.03473238680718189,0.1764952743687403,443
mistralai__mistral-small-2603,finance,O4,0.013986013986013986,-0.06684766185691622,0.0876848560645954,449
mistralai__mistral-small-2603,health,S1,0.12669683257918551,0.029554255539449167,0.2403649774516548,450
mistralai__mistral-small-2603,health,S2,-0.03644646924829157,-0.14091096293902064,0.0636710150835711,450
mistralai__mistral-small-2603,health,S3,0.04772727272727273,-0.0247752808988764,0.1216284851442865,450
mistralai__mistral-small-2603,health,S4,0.09195402298850575,0.016052302982173833,0.17728910728910727,450
mistralai__mistral-small-2603,health,O1,0.022935779816513763,-0.06408059128330572,0.11059907834101383,450
mistralai__mistral-small-2603,health,O2,-0.027586206896551724,-0.1350765225788844,0.08696150777822098,450
mistralai__mistral-small-2603,health,O3,0.04100227790432802,-0.05965905576744666,0.13896009506870116,450
mistralai__mistral-small-2603,health,O4,0.0400890868596882,-0.015556421677802523,0.10272271825396821,450
mistralai__mistral-small-2603,travel,S1,0.031818181818181815,-0.027213983543303424,0.09979607403602171,450
mistralai__mistral-small-2603,travel,S2,-0.1334841628959276,-0.2098241998548855,-0.06818181818181818,450
mistralai__mistral-small-2603,travel,S3,-0.16129032258064516,-0.2552018794298001,-0.07304693566924488,450
mistralai__mistral-small-2603,travel,S4,0.02968036529680365,-0.025232264406206403,0.08905644780349549,450
mistralai__mistral-small-2603,travel,O1,-0.06726457399103139,-0.14480370273109244,0.004526443604964921,450
mistralai__mistral-small-2603,travel,O2,-0.052873563218390804,-0.1273341916354557,0.01566891404174281,450
mistralai__mistral-small-2603,travel,O3,-0.08968609865470852,-0.15282623582823954,-0.02927927927927928,450
mistralai__mistral-small-2603,travel,O4,-0.011389521640091117,-0.09955882352941176,0.07273141437150549,450
openai__gpt-5.4-mini,academic_qa,S1,-0.26222222222222225,-0.36227777777777775,-0.1622222222222222,450
openai__gpt-5.4-mini,academic_qa,S2,-0.10666666666666667,-0.19555555555555557,-0.024444444444444446,450
openai__gpt-5.4-mini,academic_qa,S3,0.13777777777777778,0.057777777777777775,0.22444444444444445,450
openai__gpt-5.4-mini,academic_qa,S4,-0.10666666666666667,-0.17116666666666666,-0.022166666666666716,450
openai__gpt-5.4-mini,academic_qa,O1,-0.12444444444444444,-0.20894444444444446,-0.04888888888888889,450
openai__gpt-5.4-mini,academic_qa,O2,-0.09777777777777778,-0.18,-0.022222222222222223,450
openai__gpt-5.4-mini,academic_qa,O3,-0.11333333333333333,-0.19333333333333333,-0.04216666666666672,450
openai__gpt-5.4-mini,academic_qa,O4,-0.13111111111111112,-0.22894444444444445,-0.0399444444444445,450
openai__gpt-5.4-mini,consumer_product,S1,-0.06666666666666667,-0.16,0.020055555555555507,450
openai__gpt-5.4-mini,consumer_product,S2,-0.07777777777777778,-0.18,0.028888888888888888,450
openai__gpt-5.4-mini,consumer_product,S3,-0.2222222222222222,-0.3267777777777778,-0.10661111111111117,450
openai__gpt-5.4-mini,consumer_product,S4,0.042222222222222223,-0.05555555555555555,0.14888888888888888,450
openai__gpt-5.4-mini,consumer_product,O1,0.08,0.006666666666666667,0.1600555555555555,450
openai__gpt-5.4-mini,consumer_product,O2,-0.02666666666666667,-0.0933888888888889,0.04888888888888889,450
openai__gpt-5.4-mini,consumer_product,O3,0.03333333333333333,-0.051166666666666666,0.12222222222222222,450
openai__gpt-5.4-mini,consumer_product,O4,-0.035555555555555556,-0.13783333333333334,0.0600555555555555,450
openai__gpt-5.4-mini,finance,S1,-0.08666666666666667,-0.17783333333333334,-0.006666666666666667,450
openai__gpt-5.4-mini,finance,S2,-0.0022222222222222222,-0.06222222222222222,0.05783333333333328,450
openai__gpt-5.4-mini,finance,S3,0.08444444444444445,-0.0022222222222222222,0.1778333333333333,450
openai__gpt-5.4-mini,finance,S4,0.0,-0.07338888888888889,0.06894444444444439,450
openai__gpt-5.4-mini,finance,O1,-0.03333333333333333,-0.10666666666666667,0.040055555555555504,450
openai__gpt-5.4-mini,finance,O2,-0.008888888888888889,-0.08444444444444445,0.06,450
openai__gpt-5.4-mini,finance,O3,0.017777777777777778,-0.051111111111111114,0.09555555555555556,450
openai__gpt-5.4-mini,finance,O4,0.03333333333333333,-0.03333333333333333,0.10222222222222223,450
openai__gpt-5.4-mini,health,S1,-0.2288888888888889,-0.32666666666666666,-0.13550000000000006,450
openai__gpt-5.4-mini,health,S2,0.022222222222222223,-0.06666666666666667,0.11555555555555555,450
openai__gpt-5.4-mini,health,S3,-0.02,-0.08444444444444445,0.04,450
openai__gpt-5.4-mini,health,S4,-0.013333333333333334,-0.10222222222222223,0.08227777777777773,450
openai__gpt-5.4-mini,health,O1,0.04666666666666667,-0.017777777777777778,0.11555555555555555,450
openai__gpt-5.4-mini,health,O2,0.0022222222222222222,-0.09555555555555556,0.08672222222222217,450
openai__gpt-5.4-mini,health,O3,-0.0022222222222222222,-0.1,0.08449999999999995,450
openai__gpt-5.4-mini,health,O4,0.044444444444444446,-0.04888888888888889,0.14666666666666667,450
openai__gpt-5.4-mini,travel,S1,-0.13333333333333333,-0.21783333333333332,-0.05555555555555555,450
openai__gpt-5.4-mini,travel,S2,-0.044444444444444446,-0.11333333333333333,0.015555555555555555,450
openai__gpt-5.4-mini,travel,S3,-0.2777777777777778,-0.3844444444444444,-0.18216666666666673,450
openai__gpt-5.4-mini,travel,S4,-0.006666666666666667,-0.06888888888888889,0.051111111111111114,450
openai__gpt-5.4-mini,travel,O1,-0.04666666666666667,-0.10222222222222223,0.0022222222222222222,450
openai__gpt-5.4-mini,travel,O2,-0.05555555555555555,-0.11333333333333333,0.0022222222222222222,450
openai__gpt-5.4-mini,travel,O3,-0.044444444444444446,-0.1,0.02,450
openai__gpt-5.4-mini,travel,O4,0.015555555555555555,-0.06666666666666667,0.08672222222222217,450
qwen__qwen3.6-flash,academic_qa,S1,-0.15333333333333332,-0.25555555555555554,-0.051111111111111114,450
qwen__qwen3.6-flash,academic_qa,S2,-0.1622222222222222,-0.2533888888888889,-0.07327777777777783,450
qwen__qwen3.6-flash,academic_qa,S3,0.11555555555555555,0.02216666666666667,0.2089444444444444,450
qwen__qwen3.6-flash,academic_qa,S4,-0.0022222222222222222,-0.08666666666666667,0.08666666666666667,450
qwen__qwen3.6-flash,academic_qa,O1,-0.10666666666666667,-0.19777777777777777,-0.02,450
qwen__qwen3.6-flash,academic_qa,O2,-0.06666666666666667,-0.15333333333333332,0.013333333333333334,450
qwen__qwen3.6-flash,academic_qa,O3,-0.06444444444444444,-0.15561111111111112,0.01561111111111106,450
qwen__qwen3.6-flash,academic_qa,O4,-0.08222222222222222,-0.18005555555555555,0.0044444444444444444,450
qwen__qwen3.6-flash,consumer_product,S1,0.051111111111111114,-0.02666666666666667,0.13561111111111107,450
qwen__qwen3.6-flash,consumer_product,S2,-0.10888888888888888,-0.2133888888888889,-0.0022222222222222222,450
qwen__qwen3.6-flash,consumer_product,S3,-0.12222222222222222,-0.2356111111111111,0.0,450
qwen__qwen3.6-flash,consumer_product,S4,0.12222222222222222,0.006666666666666667,0.24222222222222223,450
qwen__qwen3.6-flash,consumer_product,O1,-0.0022222222222222222,-0.044444444444444446,0.04,450
qwen__qwen3.6-flash,consumer_product,O2,-0.051111111111111114,-0.1511111111111111,0.03777777777777778,450
qwen__qwen3.6-flash,consumer_product,O3,0.022222222222222223,-0.07555555555555556,0.12222222222222222,450
qwen__qwen3.6-flash,consumer_product,O4,-0.024444444444444446,-0.10005555555555556,0.04666666666666667,450
qwen__qwen3.6-flash,finance,S1,0.14,0.035555555555555556,0.24233333333333323,450
qwen__qwen3.6-flash,finance,S2,-0.013333333333333334,-0.10222222222222223,0.07111111111111111,450
qwen__qwen3.6-flash,finance,S3,0.1111111111111111,0.0022222222222222222,0.21783333333333327,450
qwen__qwen3.6-flash,finance,S4,0.06888888888888889,-0.03777777777777778,0.17338888888888884,450
qwen__qwen3.6-flash,finance,O1,-0.042222222222222223,-0.14444444444444443,0.057777777777777775,450
qwen__qwen3.6-flash,finance,O2,-0.04,-0.1111111111111111,0.028888888888888888,450
qwen__qwen3.6-flash,finance,O3,0.022222222222222223,-0.05333333333333334,0.09783333333333329,450
qwen__qwen3.6-flash,finance,O4,-0.042222222222222223,-0.13111111111111112,0.05338888888888884,450
qwen__qwen3.6-flash,health,S1,0.08,-0.00672222222222222,0.1688888888888889,450
qwen__qwen3.6-flash,health,S2,0.028888888888888888,-0.08222222222222222,0.14222222222222222,450
qwen__qwen3.6-flash,health,S3,0.08222222222222222,-0.028888888888888888,0.1889444444444444,450
qwen__qwen3.6-flash,health,S4,0.07333333333333333,-0.022277777777777775,0.1711666666666666,450
qwen__qwen3.6-flash,health,O1,0.051111111111111114,-0.042222222222222223,0.13783333333333328,450
qwen__qwen3.6-flash,health,O2,0.08666666666666667,-0.013333333333333334,0.19555555555555557,450
qwen__qwen3.6-flash,health,O3,0.06444444444444444,-0.04888888888888889,0.1711111111111111,450
qwen__qwen3.6-flash,health,O4,0.024444444444444446,-0.042222222222222223,0.09333333333333334,450
qwen__qwen3.6-flash,travel,S1,0.02,-0.05783333333333333,0.10444444444444445,450
qwen__qwen3.6-flash,travel,S2,-0.09111111111111111,-0.1688888888888889,-0.01772222222222227,450
qwen__qwen3.6-flash,travel,S3,-0.20666666666666667,-0.32222222222222224,-0.10222222222222223,450
qwen__qwen3.6-flash,travel,S4,0.04666666666666667,-0.044444444444444446,0.13783333333333328,450
qwen__qwen3.6-flash,travel,O1,0.011111111111111112,-0.06666666666666667,0.09333333333333334,450
qwen__qwen3.6-flash,travel,O2,-0.051111111111111114,-0.13783333333333334,0.028888888888888888,450
qwen__qwen3.6-flash,travel,O3,-0.05555555555555555,-0.13783333333333334,0.024444444444444446,450
qwen__qwen3.6-flash,travel,O4,-0.0044444444444444444,-0.09111111111111111,0.07333333333333333,450
